Sample Number,DateTime GMT,Latitude,Longitude,Altitude_mASL,NumSats,GPSLevel,RC Connected,Fix,OffsetSeconds,DateTime UTC
3476016608,<nil>,0.1398598,0.0000000,<nil>,<nil>,5,<nil>,true,695,<nil>
2563067724,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,512,<nil>
936202073,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,187,<nil>
3739486224,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,747,<nil>
1667368612,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,333,<nil>
3714600805,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,742,<nil>
2422427480,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,484,<nil>
335105869,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,67,<nil>
3257862144,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,651,<nil>
1444368216,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,288,<nil>
3517730649,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,703,<nil>
1834831704,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,366,<nil>
3756478297,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,751,<nil>
2846107495,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,569,<nil>
1705692640,<nil>,-0.0042328,-0.0000000,<nil>,<nil>,5,<nil>,true,341,<nil>
573329229,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,114,<nil>
3627241292,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,725,<nil>
2142195733,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,428,<nil>
4232251488,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,846,<nil>
2523025728,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,504,<nil>
421023565,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,84,<nil>
3065925465,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,613,<nil>
1826180952,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,365,<nil>
4041101145,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,808,<nil>
2297628880,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,459,<nil>
137449305,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,27,<nil>
2673168229,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,534,<nil>
1236291416,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,247,<nil>
4289711584,<nil>,-0.2806990,-0.0000000,<nil>,<nil>,5,<nil>,true,857,<nil>
3794489189,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,758,<nil>
1982647776,<nil>,0.0342296,0.0000000,<nil>,<nil>,5,<nil>,true,396,<nil>
2076397389,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,415,<nil>
3207253472,<nil>,0.0021087,0.0000000,<nil>,<nil>,5,<nil>,true,641,<nil>
541478732,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,108,<nil>
2159005152,<nil>,-0.2806989,-0.0000000,<nil>,<nil>,5,<nil>,true,431,<nil>
2735165260,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,547,<nil>
374099801,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,74,<nil>
3416346444,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,683,<nil>
1485066061,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,297,<nil>
4265889613,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,853,<nil>
2947876880,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,589,<nil>
860030628,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,172,<nil>
2845462848,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,569,<nil>
1467371352,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,293,<nil>
3540275033,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,708,<nil>
2299744088,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,459,<nil>
657936217,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,131,<nil>
2561953625,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,512,<nil>
594890573,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,118,<nil>
3231665997,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,646,<nil>
2137411404,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,427,<nil>
4205858637,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,841,<nil>
2977845080,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,595,<nil>
1011502924,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,202,<nil>
3707850277,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,741,<nil>
750767584,<nil>,-0.0000000,-1.2949141,3.01,<nil>,5,<nil>,true,150,<nil>
1557286744,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,311,<nil>
4188098392,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,837,<nil>
2246135629,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,449,<nil>
872370008,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,174,<nil>
3621914760,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,724,<nil>
1271615309,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,254,<nil>
3330232153,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,666,<nil>
1815629657,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,363,<nil>
573656920,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,114,<nil>
3476016608,<nil>,0.1398607,0.0000000,<nil>,<nil>,5,<nil>,true,695,<nil>
2934919001,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,586,<nil>
1390432076,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,278,<nil>
3597815640,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,719,<nil>
1643925336,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,328,<nil>
131747672,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,26,<nil>
2538229604,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,507,<nil>
945704780,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,189,<nil>
3603844941,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,720,<nil>
1101581792,<nil>,-0.0002607,-0.0000000,<nil>,<nil>,5,<nil>,true,220,<nil>
2249327592,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,449,<nil>
4071837567,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,814,<nil>
2162642764,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,432,<nil>
794644300,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,158,<nil>
3222294372,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,644,<nil>
1479298892,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,295,<nil>
4280176461,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,856,<nil>
2196066137,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,439,<nil>
4242427737,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,848,<nil>
2779598692,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,555,<nil>
1046564696,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,209,<nil>
3397603149,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,679,<nil>
2170376024,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,434,<nil>
203378508,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,40,<nil>
2720925915,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,544,<nil>
750145368,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,150,<nil>
3098758989,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,619,<nil>
2771242464,<nil>,0.0086187,0.0000000,<nil>,<nil>,5,<nil>,true,554,<nil>
1724534616,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,344,<nil>
3942076249,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,788,<nil>
2621067109,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,524,<nil>
602820468,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,120,<nil>
3011727204,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,602,<nil>
1414221644,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,282,<nil>
3643428697,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,728,<nil>
2174504805,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,434,<nil>
459558733,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,91,<nil>
2801618765,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,560,<nil>
1187139109,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,237,<nil>
3051638617,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,610,<nil>
1669943117,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,333,<nil>
1396559328,<nil>,0.0000000,0.0452244,-97.12,<nil>,5,<nil>,true,279,<nil>
431181644,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,86,<nil>
2220707673,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,444,<nil>
1447100497,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,289,<nil>
1572589024,<nil>,-0.0000000,-0.0058512,786.93,<nil>,5,<nil>,true,314,<nil>
3255306448,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,651,<nil>
1691748352,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,338,<nil>
4145368920,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,829,<nil>
1923305305,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,384,<nil>
835061760,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,167,<nil>
3046264665,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,609,<nil>
4197436896,<nil>,0.1398618,0.0000000,<nil>,<nil>,5,<nil>,true,839,<nil>
1227837261,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,245,<nil>
3692777292,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,738,<nil>
1921339225,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,384,<nil>
385634136,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,77,<nil>
3027914573,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,605,<nil>
1361399640,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,272,<nil>
3837153100,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,767,<nil>
2059142832,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,411,<nil>
223825740,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,44,<nil>
2582138701,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,516,<nil>
1049448268,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,209,<nil>
3534671328,<nil>,-1.1149406,-0.0000000,<nil>,<nil>,5,<nil>,true,706,<nil>
3696840536,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,739,<nil>
2369670691,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,473,<nil>
4174663524,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,834,<nil>
1860456281,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,372,<nil>
751456076,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,150,<nil>
2824097613,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,564,<nil>
1583370060,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,316,<nil>
4215099212,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,843,<nil>
1845579597,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,369,<nil>
15814476,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,3,<nil>
2391756633,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,478,<nil>
1331169296,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,266,<nil>
3781906264,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,756,<nil>
1696026445,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,339,<nil>
159862604,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,31,<nil>
2738292832,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,547,<nil>
915998736,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,183,<nil>
3203419981,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,640,<nil>
3215511008,<nil>,-0.0002607,-0.0000000,<nil>,<nil>,5,<nil>,true,643,<nil>
1604538212,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,320,<nil>
171691488,<nil>,0.0000000,0.0029180,<nil>,<nil>,5,<nil>,true,34,<nil>
4033761101,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,806,<nil>
2176568800,<nil>,-0.0000000,-0.0058512,786.93,<nil>,5,<nil>,true,435,<nil>
2516209485,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,503,<nil>
3375091168,<nil>,0.0005310,0.0000000,<nil>,<nil>,5,<nil>,true,675,<nil>
567955277,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,113,<nil>
2884128588,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,576,<nil>
1113739097,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,222,<nil>
3926722576,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,785,<nil>
1791905625,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,358,<nil>
265572173,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,53,<nil>
2894024536,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,578,<nil>
599510496,<nil>,-0.0000000,-0.0058512,786.93,<nil>,5,<nil>,true,119,<nil>
1232096805,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,246,<nil>
3119927116,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,623,<nil>
1626951501,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,325,<nil>
4243541836,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,848,<nil>
2618707801,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,523,<nil>
954224473,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,190,<nil>
3368505215,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,673,<nil>
1335054157,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,267,<nil>
89935692,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,17,<nil>
2163035981,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,432,<nil>
930023424,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,186,<nil>
3417460568,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,683,<nil>
4264480224,<nil>,0.5555240,0.0000000,<nil>,<nil>,5,<nil>,true,852,<nil>
1331449677,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,266,<nil>
3943780172,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,788,<nil>
1582059353,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,316,<nil>
529999721,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,105,<nil>
2692894541,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,538,<nil>
1453215564,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,290,<nil>
4133179413,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,826,<nil>
2046560475,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,409,<nil>
230445376,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,46,<nil>
447270368,<nil>,-0.0002607,-0.0000000,<nil>,<nil>,5,<nil>,true,89,<nil>
2405322585,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,481,<nil>
598757209,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,119,<nil>
3642445644,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,728,<nil>
1427984217,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,285,<nil>
4118957930,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,823,<nil>
1952993101,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,390,<nil>
145051469,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,29,<nil>
2916175704,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,583,<nil>
1262767949,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,252,<nil>
3584740832,<nil>,-0.0042329,-0.0000000,<nil>,<nil>,5,<nil>,true,716,<nil>
182669144,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,36,<nil>
2085375832,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,417,<nil>
131354456,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,26,<nil>
2766032728,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,553,<nil>
1410336768,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,282,<nil>
3727380300,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,745,<nil>
2078953304,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,415,<nil>
4292693849,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,858,<nil>
2475839349,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,495,<nil>
390418265,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,78,<nil>
2990296908,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,598,<nil>
1477660492,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,295,<nil>
4046671717,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,809,<nil>
2329759565,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,465,<nil>
511922008,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,102,<nil>
2705739608,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,541,<nil>
3980381664,<nil>,0.0000000,0.7314338,-6.01,<nil>,5,<nil>,true,796,<nil>
1192972120,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,238,<nil>
3828109144,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,765,<nil>
2164674392,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,432,<nil>
428822372,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,85,<nil>
3327263720,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,665,<nil>
1374750384,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,274,<nil>
2268909024,<nil>,0.0000000,0.0107565,-390.47,<nil>,5,<nil>,true,453,<nil>
3371847500,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,674,<nil>
1292848973,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,258,<nil>
4219555661,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,843,<nil>
2980138828,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,596,<nil>
1546782736,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,309,<nil>
3256242009,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,651,<nil>
1301696345,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,260,<nil>
3902033740,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,780,<nil>
2131054425,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,426,<nil>
662130533,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,132,<nil>
3510783820,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,702,<nil>
1854492492,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,370,<nil>
71257933,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,14,<nil>
4029894477,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,805,<nil>
2657505112,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,531,<nil>
1280593740,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,256,<nil>
3793112909,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,758,<nil>
2755921920,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,551,<nil>
753553240,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,150,<nil>
2961329997,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,592,<nil>
2073296908,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,414,<nil>
4115596974,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,823,<nil>
2294155264,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,458,<nil>
176705357,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,35,<nil>
2966179673,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,593,<nil>
1715556172,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,343,<nil>
3929755469,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,785,<nil>
1685868365,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,337,<nil>
4151332684,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,830,<nil>
2378977113,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,475,<nil>
1033635840,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,206,<nil>
3621474136,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,724,<nil>
1533562701,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,306,<nil>
85836,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>
2633434799,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,526,<nil>
585566224,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,117,<nil>
2894679885,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,578,<nil>
1297960804,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,259,<nil>
4021571405,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,804,<nil>
2356432717,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,471,<nil>
478480592,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,95,<nil>
2600947533,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,520,<nil>
1356484428,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,271,<nil>
3576909645,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,715,<nil>
2486029792,<nil>,0.0086185,0.0000000,<nil>,<nil>,5,<nil>,true,497,<nil>
1972195172,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,394,<nil>
525487948,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,105,<nil>
2609991513,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,521,<nil>
1062555468,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,212,<nil>
2848345945,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,569,<nil>
